02/14/22 11:16:25,190 [2396] INFO VT - PearDatabase ->ADODB disconnect
02/14/22 11:16:41,583 [2396] INFO VT - PearDatabase ->ADODB disconnect
02/14/22 11:16:42,042 [2396] DEBUG user - Entering Users() method ...
02/14/22 11:16:42,042 [2396] DEBUG VT - Entering getColumnFields(Users) method ...
02/14/22 11:16:42,042 [2396] DEBUG VT - in getColumnFields Users
02/14/22 11:16:42,042 [2396] DEBUG VT - Prepared sql query being executed : SELECT tabid, fieldname, fieldid, fieldlabel, columnname, tablename, uitype, typeofdata, presence
		FROM vtiger_field
02/14/22 11:16:42,399 [2396] DEBUG VT - Exiting getColumnFields method ...
02/14/22 11:16:42,399 [2396] DEBUG user - Exiting Users() method ...
02/14/22 11:16:42,414 [2396] DEBUG user - Entering Users() method ...
02/14/22 11:16:42,414 [2396] DEBUG VT - Entering getColumnFields(Users) method ...
02/14/22 11:16:42,414 [2396] DEBUG VT - in getColumnFields Users
02/14/22 11:16:42,415 [2396] DEBUG VT - Exiting getColumnFields method ...
02/14/22 11:16:42,415 [2396] DEBUG user - Exiting Users() method ...
02/14/22 11:16:42,415 [2396] DEBUG VT - Entering into retrieve_entity_info(1, Users) method.
02/14/22 11:16:42,415 [2396] DEBUG VT - Prepared sql query being executed : select * from vtiger_users where id=?
02/14/22 11:16:42,415 [2396] DEBUG VT - Prepared sql query parameters : [1]
02/14/22 11:16:42,422 [2396] DEBUG VT - Prepared sql query being executed : select * from vtiger_attachments where attachmentsid=?
02/14/22 11:16:42,422 [2396] DEBUG VT - Prepared sql query parameters : [1]
02/14/22 11:16:42,423 [2396] DEBUG VT - Prepared sql query being executed : select * from vtiger_user2role where userid=?
02/14/22 11:16:42,423 [2396] DEBUG VT - Prepared sql query parameters : [1]
02/14/22 11:16:42,424 [2396] DEBUG VT - Prepared sql query being executed : select * from vtiger_asteriskextensions where userid=?
02/14/22 11:16:42,424 [2396] DEBUG VT - Prepared sql query parameters : [1]
02/14/22 11:16:42,428 [2396] DEBUG VT - Prepared sql query being executed : select * from vtiger_user2department where userid=?
02/14/22 11:16:42,428 [2396] DEBUG VT - Prepared sql query parameters : [1]
02/14/22 11:16:42,429 [2396] DEBUG VT - Prepared sql query being executed : select * from vtiger_field where tabid=? and vtiger_field.presence in (0,2)
02/14/22 11:16:42,429 [2396] DEBUG VT - Prepared sql query parameters : [29]
02/14/22 11:16:42,441 [2396] DEBUG VT - Prepared sql query being executed : select * from vtiger_currency_info where id=? and currency_status='Active' and deleted=0
02/14/22 11:16:42,441 [2396] DEBUG VT - Prepared sql query parameters : [1]
02/14/22 11:16:42,443 [2396] DEBUG VT - Exit from retrieve_entity_info(1, Users) method.
02/14/22 11:16:42,464 [2396] DEBUG VT - Entering getCombinedUserGlobalPermissions(1) method ...
02/14/22 11:16:42,464 [2396] DEBUG VT - Entering getUserProfile(1) method ...
02/14/22 11:16:42,464 [2396] DEBUG VT - Entering fetchUserRole(1) method ...
02/14/22 11:16:42,464 [2396] DEBUG VT - Prepared sql query being executed : select roleid from vtiger_user2role where userid=?
02/14/22 11:16:42,464 [2396] DEBUG VT - Prepared sql query parameters : [1]
02/14/22 11:16:42,469 [2396] DEBUG VT - Exiting fetchUserRole method ...
02/14/22 11:16:42,469 [2396] DEBUG VT - Prepared sql query being executed : select profileid from vtiger_role2profile where roleid=?
02/14/22 11:16:42,469 [2396] DEBUG VT - Prepared sql query parameters : [H93]
02/14/22 11:16:42,475 [2396] DEBUG VT - Exiting getUserProfile method ...
02/14/22 11:16:42,475 [2396] DEBUG VT - Entering getProfileGlobalPermission(118) method ...
